source	zh	note
 but instead improves the relations as long as the treaty is enforced.	而是只要條約持續生效，便會改善關係。	help
uild.	公會。	help
eone declare war on them. The alliance does not immediately effect diplomatic relations, but instead improves the relations as long as the treaty is enforced.	有人對他們宣戰。此同盟不會立即影響外交關係，而是只要條約持續生效，便會改善關係。	help
2\nImpossible: score * 3	2\n不可能：分數 * 3	help
he 'R' key while the combat results scroll is on the screen.	'R' 鍵，當戰鬥結果在畫面上捲動時。	help
e, any wizard losing a major battle will lose one point of fame.	，任何在重大戰役中落敗的巫師都將失去一點聲望。	help
 10 food, while the smaller icon represents 1 food.	 10 食物，而較小的圖示代表 1 食物。	help
 you control.	 你所控制的。	help
 will only receive points for time if you actually win the game.	 唯有實際贏得遊戲，才會獲得時間分數。	help
e difficulty level.\nIntro: score * .5\nEasy: score * .75\nNormal: score * 1\nHard: score * 2\nImpossible: score * 3	遊戲難度等級。\n入門：分數 * .5\n簡單：分數 * .75\n普通：分數 * 1\n困難：分數 * 2\n不可能：分數 * 3	help
 you conquer it. If this setting is off you may still raze a captured city by pressing the 'R' key while the combat results scroll is on the screen.	 你征服它。若此設定關閉，你仍可在戰鬥結果於畫面上捲動時，按 'R' 鍵剷平已攻佔的城市。	help
roves the relations as long as the treaty is enforced.	，只要條約持續生效就會改善關係。	help
ood icon will represent the amount of food the city is short. Each large icon represents 10 food, while the smaller icon represents 1 food.	食物圖示將代表城市短缺的食物量。每個大圖示代表 10 食物，而較小的圖示代表 1 食物。	help
 on them. The alliance does not immediately effect diplomatic relations, but instead improves the relations as long as the treaty is enforced.	 在他們身上。結盟不會立即影響外交關係，而是只要條約持續生效就逐步改善關係。	help
ore * 3	分數 * 3	help
 the combat results scroll is on the screen.	 戰鬥結果於畫面上捲動時。	help
sing a major battle will lose one point of fame.	在重大戰役中落敗將失去一點聲望。	help
the smaller icon represents 1 food.	較小的圖示代表 1 食物。	help
at each point of damage done will miss.	每一點造成的傷害都將落空。	help
ve points for time if you actually win the game.	獲得時間分數，前提是你確實贏得遊戲。	help
el.\nIntro: score * .5\nEasy: score * .75\nNormal: score * 1\nHard: score * 2\nImpossible: score * 3	等級。\n入門：分數 * .5\n簡單：分數 * .75\n普通：分數 * 1\n困難：分數 * 2\n不可能：分數 * 3	help
 If this setting is off you may still raze a captured city by pressing the 'R' key while the combat results scroll is on the screen.	 若此設定關閉，你仍可在戰鬥結果於畫面上捲動時，按 'R' 鍵剷平已攻佔的城市。	help
ons as long as the treaty is enforced.	關係，只要條約持續生效。	help
present the amount of food the city is short. Each large icon represents 10 food, while the smaller icon represents 1 food.	代表城市短缺的食物量。每個大圖示代表 10 食物，而較小的圖示代表 1 食物。	help
eve 1/2 a point for every thousand townsfolk you have in all cities that you control.	你所控制的所有城市中，每一千名市民可獲得 1/2 分。	help
ive 50 points for every wizard that you banished.	每放逐一名巫師可獲得 50 分。	help
eve your fame * 2 points.	獲得你的聲望 * 2 分。	help
nt of points that you recieve for time is 2000 - (total months * 2). You will only receive points for time if you actually win the game.	你因時間獲得的分數為 2000 -（總月數 * 2）。唯有實際贏得遊戲，你才會獲得時間分數。	help
ive 250 points for successfully casting the Spell Of Mastery.	成功施放精通咒語可獲得 250 分。	help
al score is the sum of all points gained and then is modified by the game difficulty level.\nIntro: score * .5\nEasy: score * .75\nNormal: score * 1\nHard: score * 2\nImpossible: score * 3	總分是所有獲得分數的總和，再依遊戲難度等級調整。\n入門：分數 * .5\n簡單：分數 * .75\n普通：分數 * 1\n困難：分數 * 2\n不可能：分數 * 3	help
 whether or not you are prompted for confirmation on razing a city after you conquer it. If this setting is off you may still raze a captured city by pressing the 'R' key while the combat results scroll is on the screen.	 你征服一座城市後，是否會提示你確認是否剷平該城市。若此設定關閉，你仍可在戰鬥結果於畫面上捲動時，按 'R' 鍵剷平已攻佔的城市。	help
liance does not immediately effect diplomatic relations, but instead improves the relations as long as the treaty is enforced.	結盟不會立即影響外交關係，而是只要條約持續生效就會改善關係。	help
lts scroll is on the screen.	結果於畫面上捲動。	help
tle will lose one point of fame.	戰役將失去一點聲望。	help
 represents 1 food.	 代表 1 食物。	help
 damage done will miss.	 造成的傷害會落空。	help
me if you actually win the game.	前提是你確實贏得遊戲。	help
 * .5\nEasy: score * .75\nNormal: score * 1\nHard: score * 2\nImpossible: score * 3	 * .5\n簡單：分數 * .75\n普通：分數 * 1\n困難：分數 * 2\n不可能：分數 * 3	help
 is off you may still raze a captured city by pressing the 'R' key while the combat results scroll is on the screen.	 關閉，你仍可在戰鬥結果於畫面上捲動時，按 'R' 鍵剷平已攻佔的城市。	help
he treaty is enforced.	條約持續生效。	help
nt of food the city is short. Each large icon represents 10 food, while the smaller icon represents 1 food.	城市短缺的食物量。每個大圖示代表 10 食物，而較小的圖示代表 1 食物。	help
for every thousand townsfolk you have in all cities that you control.	你所控制的所有城市中，每一千名市民。	help
r every wizard that you banished.	每一名你所放逐的巫師。	help
2 points.	2 點。	help
t you recieve for time is 2000 - (total months * 2). You will only receive points for time if you actually win the game.	時間所得的分數為 2000 -（總月數 * 2）。唯有實際贏得遊戲，你才會獲得時間分數。	help
or successfully casting the Spell Of Mastery.	或成功施放精通咒語。	help
sum of all points gained and then is modified by the game difficulty level.\nIntro: score * .5\nEasy: score * .75\nNormal: score * 1\nHard: score * 2\nImpossible: score * 3	所有獲得分數的總和，接著再依遊戲難度等級加以調整。\n入門：分數 * .5\n簡單：分數 * .75\n普通：分數 * 1\n困難：分數 * 2\n不可能：分數 * 3	help
you are prompted for confirmation on razing a city after you conquer it. If this setting is off you may still raze a captured city by pressing the 'R' key while the combat results scroll is on the screen.	在你征服一座城市後，會提示你確認是否夷平該城。若此設定關閉，你仍可在戰鬥結果卷軸顯示於畫面上時，按下 'R' 鍵夷平已佔領的城市。	help
immediately effect diplomatic relations, but instead improves the relations as long as the treaty is enforced.	立即影響外交關係，而是在條約持續生效期間逐步改善關係。	help
 the screen.	 畫面上。	help
e point of fame.	點聲望。	help
od.	期。	help
l miss.	會落空。	help
ly win the game.	贏得遊戲。	help
e * .75\nNormal: score * 1\nHard: score * 2\nImpossible: score * 3	分數 * .75\n普通：分數 * 1\n困難：分數 * 2\n不可能：分數 * 3	help
still raze a captured city by pressing the 'R' key while the combat results scroll is on the screen.	仍可在戰鬥結果卷軸顯示於畫面上時，按下 'R' 鍵夷平已佔領的城市。	help
orced.	生效。	help
ity is short. Each large icon represents 10 food, while the smaller icon represents 1 food.	城市糧食短缺。每個大圖示代表 10 單位食物，而較小的圖示代表 1 單位食物。	help
nd townsfolk you have in all cities that you control.	以及你在所控制的全部城市中擁有的市民。	help
hat you banished.	你所放逐的。	help
r time is 2000 - (total months * 2). You will only receive points for time if you actually win the game.	時間所得的分數為 2000 -（總月數 * 2）。唯有實際贏得遊戲，你才會獲得時間分數。	help
casting the Spell Of Mastery.	施放精通咒語。	help
s gained and then is modified by the game difficulty level.\nIntro: score * .5\nEasy: score * .75\nNormal: score * 1\nHard: score * 2\nImpossible: score * 3	所獲得的分數，接著再依遊戲難度等級加以調整。\n入門：分數 * .5\n簡單：分數 * .75\n普通：分數 * 1\n困難：分數 * 2\n不可能：分數 * 3	help
for confirmation on razing a city after you conquer it. If this setting is off you may still raze a captured city by pressing the 'R' key while the combat results scroll is on the screen.	提示確認是否在你征服城市後夷平該城。若此設定關閉，你仍可在戰鬥結果卷軸顯示於畫面上時，按下 'R' 鍵夷平已佔領的城市。	help
ct diplomatic relations, but instead improves the relations as long as the treaty is enforced.	影響外交關係，而是在條約持續生效期間逐步改善關係。	help
d of the ally should someone declare war on them. The alliance does not immediately effect diplomatic relations, but instead improves the relations as long as the treaty is enforced.	在有人對盟友宣戰時援助該盟友。結盟不會立即影響外交關係，而是在條約持續生效期間逐步改善關係。	help
score * 1\nHard: score * 2\nImpossible: score * 3	分數 * 1\n困難：分數 * 2\n不可能：分數 * 3	help
tured city by pressing the 'R' key while the combat results scroll is on the screen.	已佔領的城市，方法是在戰鬥結果卷軸顯示於畫面上時按下 'R' 鍵。	help
city or capitol. Likewise, any wizard losing a major battle will lose one point of fame.	城市或首都。同樣地，任何在重大戰役中落敗的巫師都會失去一點聲望。	help
ch large icon represents 10 food, while the smaller icon represents 1 food.	個大圖示代表 10 單位食物，而較小的圖示代表 1 單位食物。	help
 have in all cities that you control.	 在你所控制的全部城市中擁有的。	help
